OBJ1,OBJ2,Rootgap,Rootgap-OPT,BNB-Nodes,SDP-Time,Total-Time
801.0,2060.5,0.9999992050825218,0.007593661237894813,5,0.23692774772644043,0.25261592864990234
805.0,1941.5,0.9999992050825893,0.012524956704163268,13,0.723501443862915,0.7635979652404785
813.0,1925.5,0.9999991955351993,0.010498401100840934,13,0.7105474472045898,0.747718095779419
825.0,1917.5,0.9999991901140227,0.018320028521084167,25,1.4798407554626465,1.5542314052581787
828.0,1913.5,0.999999186092897,0.017020407991765435,25,1.4002876281738281,1.4775614738464355
834.0,1890.5,0.9999991838915427,0.0214526901235454,33,1.9605481624603271,2.0598232746124268
854.0,1880.5,0.9999991698475539,0.02792453704844549,39,2.501519203186035,2.6180520057678223
863.0,1876.5,0.9999991630602327,0.03019725793596105,37,2.3912265300750732,2.497013807296753
870.0,1869.5,0.9999991602375936,0.03475585578331688,49,3.1398489475250244,3.282336950302124
871.0,1844.5,0.9999991551659907,0.030041322132639346,29,1.8038806915283203,1.8809380531311035
891.0,1841.5,0.9999991354143937,0.0296457851216302,35,2.2304909229278564,2.331934690475464
895.0,1839.5,0.9999991327348388,0.030988647625952697,41,2.6046524047851562,2.721931219100952
895.0,1833.5,0.9999991308518551,0.028884755233794322,27,1.7519447803497314,1.8300755023956299
921.0,1826.5,0.9999991246884635,0.04960745315819231,45,2.793205738067627,2.9116623401641846
925.0,1818.5,0.9999991162609929,0.04460647986205299,55,3.2954020500183105,3.4324777126312256
943.0,1799.5,0.9999991040303263,0.04987309350795611,35,1.856041431427002,1.9331676959991455
997.0,1798.5,0.9999990633106227,0.06049209997535602,31,1.717695713043213,1.7801856994628906
997.0,1792.5,0.9999990608962066,0.05807041886826226,27,1.819101095199585,1.8784081935882568
1023.0,1785.5,0.9999990396465968,0.061238120979068125,27,1.5506157875061035,1.606137990951538
1027.0,1777.5,0.9999990092248653,0.035272508577219024,21,1.0390090942382812,1.0771205425262451
