OBJ1,OBJ2,Rootgap,Rootgap-OPT,BNB-Nodes,SDP-Time,Total-Time
6933.5,3483.5,0.9999931439046981,0.011163871767598208,15,2.748539447784424,2.902317523956299
6943.5,3440.5,0.9999931407262797,0.012130234971668447,25,4.5297558307647705,4.776749849319458
6965.5,3420.5,0.9999931298466294,0.013688412342504043,25,4.631014108657837,4.878542184829712
6983.5,3384.5,0.9999931235953149,0.015335479604533723,35,6.68701434135437,7.038212776184082
7005.5,3364.5,0.9999931106745606,0.016583337038596,37,7.5896477699279785,7.949345350265503
7037.5,3362.5,0.9999931026282868,0.019911658061379255,49,10.332908868789673,10.815948247909546
7102.5,3281.5,0.999993101790825,0.02876322871809454,93,20.83043670654297,21.73432207107544
7124.5,3261.5,0.9999930629965695,0.026317155795531136,55,11.543655633926392,12.099063873291016
7142.5,3225.5,0.9999930520102687,0.027232800226029932,41,8.44091272354126,8.852317333221436
7164.5,3205.5,0.9999930308770287,0.02727015643517562,33,6.641969442367554,6.970810413360596
7196.5,3203.5,0.9999930183500773,0.029854802226089213,49,10.46815538406372,10.960763454437256
7269.5,3176.5,0.9999930170658632,0.03942029989904259,115,25.584832429885864,26.714965105056763
7271.5,3160.5,0.9999929991604093,0.037222088469041334,93,20.21587371826172,21.160670042037964
7286.5,3139.5,0.9999929880411982,0.03767806287953218,85,18.616018295288086,19.480144500732422
7311.5,3088.5,0.9999929728510858,0.03889093795233043,65,14.953285455703735,15.610386848449707
7345.5,3037.5,0.9999929329050142,0.0379014391507268,61,13.270604610443115,13.886253833770752
7376.5,2981.5,0.9999928881786361,0.035881331690797096,57,12.59125542640686,13.168291330337524
7410.5,2930.5,0.9999928330191447,0.03286136587542981,41,8.928991079330444,9.329845666885376
7492.5,2898.5,0.9999927763688332,0.0358850637845555,57,12.588425159454346,13.153619766235352
7570.5,2860.5,0.9999927369256933,0.04060837469660124,73,16.7690749168396,17.498928546905518
7680.5,2834.5,0.9999926852250615,0.047617351583174664,105,24.66988968849182,25.728151321411133
7762.5,2802.5,0.9999926463462088,0.05266939982044102,103,25.029380798339844,26.066885471343994
7840.5,2764.5,0.9999925935599481,0.05536125955014584,83,20.834379196166992,21.624537229537964
8246.5,2744.5,0.9999925223811772,0.09323727457143458,211,57.13683557510376,58.99292993545532
8323.5,2706.5,0.9999924808746222,0.09663898957781557,127,32.021318435668945,33.14030957221985
8366.5,2686.5,0.9999923936687667,0.0908586355378406,121,30.069897413253784,31.138618230819702
8368.5,2673.5,0.9999923431934777,0.08504433116651067,103,25.491796731948853,26.405027866363525
8562.5,2656.5,0.9999923085887801,0.1017329971090202,167,40.5046808719635,41.90084910392761
8622.5,2647.5,0.99999226102917,0.10246786637508648,137,35.77773571014404,37.02013874053955
8623.5,2646.5,0.9999922347210999,0.09952120457480017,107,27.57581663131714,28.508822679519653
8643.5,2629.5,0.999992231747135,0.10126073266024295,131,33.60064077377319,34.71892237663269
8648.5,2620.5,0.999992179528204,0.09574240756986853,91,23.28716230392456,24.09679126739502
8668.5,2613.5,0.9999921505138251,0.09448160960928284,59,13.260303974151611,13.701400995254517
8701.5,2580.5,0.9999921272219617,0.09523897829784958,85,21.36309814453125,22.071561336517334
8722.5,2562.5,0.9999920073068788,0.08366946251747041,41,9.47764539718628,9.795839071273804
8902.5,2538.5,0.9999919336491148,0.09392295679726444,55,12.843446016311646,13.252874374389648
9098.5,2524.5,0.9999918240809689,0.1013992391125022,45,9.78284239768982,10.089896202087402
9249.5,2522.5,0.9999917523856554,0.10831781865788806,43,9.51663613319397,9.793739318847656
9278.5,2500.5,0.9999917415634403,0.10993840044096773,41,9.686547040939331,9.95380711555481
9625.5,2484.5,0.9999916103212654,0.1283903458283342,25,5.0763421058654785,5.220041275024414
