OBJ1,OBJ2,Rootgap,Rootgap-OPT,BNB-Nodes,SDP-Time,Total-Time
801.0,2060.5,0.9999992050825215,0.007593660715605274,5,0.21635842323303223,0.24214863777160645
805.0,1941.5,0.9999992050825907,0.012524958211026942,13,0.5902352333068848,0.6586043834686279
813.0,1925.5,0.9999991955351986,0.010498400200337701,13,0.6144554615020752,0.6708424091339111
825.0,1917.5,0.9999991901140227,0.018320028498571693,25,1.1552159786224365,1.2760460376739502
828.0,1913.5,0.999999186092897,0.017020407937869773,25,1.2236125469207764,1.350187063217163
834.0,1890.5,0.9999991838915427,0.021452690109948644,33,1.3210418224334717,1.472717046737671
854.0,1880.5,0.9999991698475547,0.027924538143416937,39,1.5731258392333984,1.7402184009552002
863.0,1876.5,0.9999991630602325,0.030197257671633355,37,1.553394079208374,1.7148277759552002
870.0,1869.5,0.9999991602375936,0.034755855720127384,49,1.979844570159912,2.189399480819702
871.0,1844.5,0.9999991551659911,0.030041322703953297,29,1.2238547801971436,1.3425285816192627
891.0,1841.5,0.9999991354143937,0.029645785116222612,35,1.486692190170288,1.6425302028656006
895.0,1839.5,0.9999991327348416,0.030988650930603857,41,1.7128267288208008,1.8908684253692627
895.0,1833.5,0.9999991308518553,0.028884755515494683,27,1.144681692123413,1.2613482475280762
921.0,1826.5,0.9999991246884636,0.04960745337228536,45,1.8181226253509521,1.9914791584014893
925.0,1818.5,0.999999116260993,0.044606479940119466,55,2.2562031745910645,2.460625171661377
943.0,1799.5,0.9999991040303262,0.04987309335952148,35,1.4153387546539307,1.5386197566986084
997.0,1798.5,0.9999990633106227,0.060492099920449495,31,1.2584941387176514,1.3603830337524414
997.0,1792.5,0.9999990608962066,0.05807041887497708,27,1.1065480709075928,1.1909475326538086
1023.0,1785.5,0.9999990396465968,0.061238121003808516,27,1.0524046421051025,1.1325874328613281
1027.0,1777.5,0.9999990092248653,0.03527250854653465,21,0.743920087814331,0.8020386695861816
